temp_out,temp_hi,temp_low,hum_out,dew_pt,wind_speed,wind_dir,wind_run,wind_hi_speed,wind_hi_dir,wind_chill,heat_index,thw_index,bar,rain,rain_rate,heat_dd,cool_dd,temp_in,hum_in,dew_in,heat_in,emc_in,air_density_in,wind_samp,wind_tx,iss_recept,arc_int,datetime
28.8,30.2,26.3,60.0,20.2,0.9,ENE,3.22,3.6,ENE,28.8,30.7,30.7,1009.1,0.0,0.0,0.0,0.435,25.4,65,18.4,26.2,11.79,1.1533,1319,1,96.4,60,2025-11-04 11:00:00
28.8,30.2,26.3,60.0,20.2,0.9,ENE,3.22,3.6,ENE,28.8,30.7,30.7,1009.1,0.0,0.0,0.0,0.435,25.4,65,18.4,26.2,11.79,1.1533,1319,1,96.4,60,2025-11-04 11:00:00
29.9,30.2,29.6,61.0,21.6,2.2,ENE,8.05,5.4,ENE,29.9,33.1,33.1,1008.4,0.0,0.0,0.0,0.481,26.1,66,19.2,27.1,11.97,1.1488,1333,1,97.4,60,2025-11-04 12:00:00
29.9,30.2,29.6,61.0,21.6,2.2,ENE,8.05,5.4,ENE,29.9,33.1,33.1,1008.4,0.0,0.0,0.0,0.481,26.1,66,19.2,27.1,11.97,1.1488,1333,1,97.4,60,2025-11-04 12:00:00
28.4,29.6,27.3,67.0,21.7,2.2,ENE,8.05,5.4,NE,28.4,31.1,31.1,1007.7,0.0,0.0,0.0,0.421,25.9,67,19.3,26.9,12.18,1.1485,1327,1,97.0,60,2025-11-04 13:00:00
28.4,29.6,27.3,67.0,21.7,2.2,ENE,8.05,5.4,NE,28.4,31.1,31.1,1007.7,0.0,0.0,0.0,0.421,25.9,67,19.3,26.9,12.18,1.1485,1327,1,97.0,60,2025-11-04 13:00:00
25.0,27.2,23.1,66.0,18.2,1.3,NE,4.83,4.5,NE,25.0,25.8,25.8,1006.9,0.2,0.0,0.0,0.278,25.2,67,18.6,26.1,12.2,1.1515,1328,1,97.1,60,2025-11-04 14:00:00
25.0,27.2,23.1,66.0,18.2,1.3,NE,4.83,4.5,NE,25.0,25.8,25.8,1006.9,0.2,0.0,0.0,0.278,25.2,67,18.6,26.1,12.2,1.1515,1328,1,97.1,60,2025-11-04 14:00:00
22.8,23.9,20.4,80.0,19.2,4.0,SW,14.48,11.2,WNW,22.1,23.8,23.1,1009.5,0.0,0.0,0.0,0.187,24.4,66,17.7,25.2,12.03,1.1586,1327,1,97.0,60,2025-11-04 15:00:00
22.8,23.9,20.4,80.0,19.2,4.0,SW,14.48,11.2,WNW,22.1,23.8,23.1,1009.5,0.0,0.0,0.0,0.187,24.4,66,17.7,25.2,12.03,1.1586,1327,1,97.0,60,2025-11-04 15:00:00
20.2,20.6,20.0,81.0,16.9,0.9,NNW,3.22,4.9,WSW,20.2,21.0,21.0,1009.5,1.8,13.6,0.0,0.079,23.9,68,17.7,24.8,12.55,1.1607,1340,1,98.0,60,2025-11-04 16:00:00
20.2,20.6,20.0,81.0,16.9,0.9,NNW,3.22,4.9,WSW,20.2,21.0,21.0,1009.5,1.8,13.6,0.0,0.079,23.9,68,17.7,24.8,12.55,1.1607,1340,1,98.0,60,2025-11-04 16:00:00
20.3,20.5,20.1,84.0,17.5,1.3,ENE,4.83,3.6,ENE,20.3,21.2,21.2,1009.1,0.2,0.0,0.0,0.083,23.7,68,17.5,24.6,12.55,1.1613,1336,1,97.7,60,2025-11-04 17:00:00
20.3,20.5,20.1,84.0,17.5,1.3,ENE,4.83,3.6,ENE,20.3,21.2,21.2,1009.1,0.2,0.0,0.0,0.083,23.7,68,17.5,24.6,12.55,1.1613,1336,1,97.7,60,2025-11-04 17:00:00
20.5,20.8,20.1,86.0,18.1,0.4,SW,1.61,3.1,SW,20.5,21.5,21.5,1009.5,0.2,0.0,0.0,0.09,23.6,69,17.6,24.5,12.76,1.162,1337,1,97.7,60,2025-11-04 18:00:00
20.5,20.8,20.1,86.0,18.1,0.4,SW,1.61,3.1,SW,20.5,21.5,21.5,1009.5,0.2,0.0,0.0,0.09,23.6,69,17.6,24.5,12.76,1.162,1337,1,97.7,60,2025-11-04 18:00:00
20.2,20.4,20.0,82.0,17.0,0.4,WNW,1.61,2.2,NW,20.2,21.0,21.0,1009.3,0.0,0.0,0.0,0.076,23.4,69,17.4,24.3,12.77,1.1627,1337,1,97.7,60,2025-11-04 19:00:00
20.2,20.4,20.0,82.0,17.0,0.4,WNW,1.61,2.2,NW,20.2,21.0,21.0,1009.3,0.0,0.0,0.0,0.076,23.4,69,17.4,24.3,12.77,1.1627,1337,1,97.7,60,2025-11-04 19:00:00
20.6,21.3,20.4,74.0,15.8,0.9,NW,3.22,5.4,WNW,20.6,21.1,21.1,1009.5,0.0,0.0,0.0,0.095,23.3,69,17.3,24.2,12.77,1.1636,1346,1,98.4,60,2025-11-04 20:00:00
20.6,21.3,20.4,74.0,15.8,0.9,NW,3.22,5.4,WNW,20.6,21.1,21.1,1009.5,0.0,0.0,0.0,0.095,23.3,69,17.3,24.2,12.77,1.1636,1346,1,98.4,60,2025-11-04 20:00:00
21.3,21.8,20.4,80.0,17.7,0.9,NNW,3.22,6.3,WNW,21.3,21.9,21.9,1009.8,0.0,0.0,0.0,0.123,23.2,68,17.0,23.9,12.55,1.1648,1330,1,97.2,60,2025-11-04 21:00:00
21.3,21.8,20.4,80.0,17.7,0.9,NNW,3.22,6.3,WNW,21.3,21.9,21.9,1009.8,0.0,0.0,0.0,0.123,23.2,68,17.0,23.9,12.55,1.1648,1330,1,97.2,60,2025-11-04 21:00:00
21.2,21.6,20.2,74.0,16.3,0.4,NNW,1.61,3.1,NNW,21.2,21.4,21.4,1009.6,0.0,0.0,0.0,0.118,23.1,68,16.9,23.8,12.55,1.1652,1334,1,97.5,60,2025-11-04 22:00:00
21.2,21.6,20.2,74.0,16.3,0.4,NNW,1.61,3.1,NNW,21.2,21.4,21.4,1009.6,0.0,0.0,0.0,0.118,23.1,68,16.9,23.8,12.55,1.1652,1334,1,97.5,60,2025-11-04 22:00:00
21.8,22.2,21.4,73.0,16.7,0.4,SSE,1.61,2.7,ENE,21.8,22.2,22.2,1010.2,0.0,0.0,0.0,0.144,23.1,68,16.8,23.7,12.55,1.1662,1347,1,98.5,60,2025-11-04 23:00:00
21.8,22.2,21.4,73.0,16.7,0.4,SSE,1.61,2.7,ENE,21.8,22.2,22.2,1010.2,0.0,0.0,0.0,0.144,23.1,68,16.8,23.7,12.55,1.1662,1347,1,98.5,60,2025-11-04 23:00:00
19.8,21.5,18.6,89.0,17.9,0.4,SSW,1.61,2.7,SSW,19.8,20.7,20.7,1010.5,0.0,0.0,0.0,0.06,22.9,69,17.0,23.6,12.78,1.1668,1334,1,97.5,60,2025-11-05 00:00:00
19.8,21.5,18.6,89.0,17.9,0.4,SSW,1.61,2.7,SSW,19.8,20.7,20.7,1010.5,0.0,0.0,0.0,0.06,22.9,69,17.0,23.6,12.78,1.1668,1334,1,97.5,60,2025-11-05 00:00:00
18.6,19.4,18.2,89.0,16.8,0.4,E,1.61,3.6,ESE,18.6,19.2,19.2,1010.5,0.0,0.0,0.0,0.012,22.8,69,16.8,23.3,12.79,1.1677,1333,1,97.4,60,2025-11-05 01:00:00
18.6,19.4,18.2,89.0,16.8,0.4,E,1.61,3.6,ESE,18.6,19.2,19.2,1010.5,0.0,0.0,0.0,0.012,22.8,69,16.8,23.3,12.79,1.1677,1333,1,97.4,60,2025-11-05 01:00:00
19.3,19.6,18.8,87.0,17.1,0.9,ESE,3.22,3.6,E,19.3,20.1,20.1,1011.0,0.0,0.0,0.0,0.042,22.7,69,16.7,23.2,12.79,1.1689,1343,1,98.2,60,2025-11-05 02:00:00
19.3,19.6,18.8,87.0,17.1,0.9,ESE,3.22,3.6,E,19.3,20.1,20.1,1011.0,0.0,0.0,0.0,0.042,22.7,69,16.7,23.2,12.79,1.1689,1343,1,98.2,60,2025-11-05 02:00:00
18.6,18.8,18.3,89.0,16.8,0.4,E,1.61,4.0,E,18.6,19.2,19.2,1011.2,0.0,0.0,0.0,0.012,22.6,70,16.8,23.1,13.05,1.1694,1336,1,97.7,60,2025-11-05 03:00:00
18.6,18.8,18.3,89.0,16.8,0.4,E,1.61,4.0,E,18.6,19.2,19.2,1011.2,0.0,0.0,0.0,0.012,22.6,70,16.8,23.1,13.05,1.1694,1336,1,97.7,60,2025-11-05 03:00:00
18.2,18.3,18.1,89.0,16.4,0.0,ENE,0.0,2.2,NNW,18.2,18.7,18.7,1011.2,0.0,0.0,0.005,0.0,22.4,70,16.7,22.9,13.05,1.17,1331,1,97.3,60,2025-11-05 04:00:00
18.2,18.3,18.1,89.0,16.4,0.0,ENE,0.0,2.2,NNW,18.2,18.7,18.7,1011.2,0.0,0.0,0.005,0.0,22.4,70,16.7,22.9,13.05,1.17,1331,1,97.3,60,2025-11-05 04:00:00
18.2,18.4,18.1,89.0,16.4,0.0,NE,0.0,1.8,E,18.2,18.7,18.7,1011.5,0.0,0.0,0.005,0.0,22.4,70,16.6,22.8,13.06,1.1706,1346,1,98.4,60,2025-11-05 05:00:00
18.2,18.4,18.1,89.0,16.4,0.0,NE,0.0,1.8,E,18.2,18.7,18.7,1011.5,0.0,0.0,0.005,0.0,22.4,70,16.6,22.8,13.06,1.1706,1346,1,98.4,60,2025-11-05 05:00:00
18.3,18.7,18.1,87.0,16.1,0.4,SSE,1.61,2.7,SSE,18.3,18.8,18.8,1012.2,0.0,0.0,0.0,0.0,22.3,70,16.5,22.7,13.07,1.172,1327,1,97.0,60,2025-11-05 06:00:00
18.3,18.7,18.1,87.0,16.1,0.4,SSE,1.61,2.7,SSE,18.3,18.8,18.8,1012.2,0.0,0.0,0.0,0.0,22.3,70,16.5,22.7,13.07,1.172,1327,1,97.0,60,2025-11-05 06:00:00
18.9,19.0,18.7,87.0,16.7,0.4,SSE,1.61,2.7,SSE,18.9,19.5,19.5,1012.6,0.0,0.0,0.0,0.023,22.4,70,16.6,22.8,13.06,1.1719,1278,1,93.4,60,2025-11-05 07:00:00
18.9,19.0,18.7,87.0,16.7,0.4,SSE,1.61,2.7,SSE,18.9,19.5,19.5,1012.6,0.0,0.0,0.0,0.023,22.4,70,16.6,22.8,13.06,1.1719,1278,1,93.4,60,2025-11-05 07:00:00
18.7,19.0,18.2,88.0,16.6,0.9,ESE,3.22,3.6,ESE,18.7,19.3,19.3,1013.2,0.0,0.0,0.0,0.014,22.5,69,16.5,22.9,12.8,1.1724,1282,1,93.7,60,2025-11-05 08:00:00
18.7,19.0,18.2,88.0,16.6,0.9,ESE,3.22,3.6,ESE,18.7,19.3,19.3,1013.2,0.0,0.0,0.0,0.014,22.5,69,16.5,22.9,12.8,1.1724,1282,1,93.7,60,2025-11-05 08:00:00
18.0,18.3,17.8,87.0,15.8,1.3,E,4.83,4.5,SSE,18.0,18.4,18.4,1013.5,0.0,0.0,0.014,0.0,22.4,69,16.5,22.9,12.8,1.173,1312,1,95.9,60,2025-11-05 09:00:00
18.0,18.3,17.8,87.0,15.8,1.3,E,4.83,4.5,SSE,18.0,18.4,18.4,1013.5,0.0,0.0,0.014,0.0,22.4,69,16.5,22.9,12.8,1.173,1312,1,95.9,60,2025-11-05 09:00:00
19.1,20.3,18.2,77.0,14.9,0.4,ESE,1.61,2.7,ESE,19.1,19.4,19.4,1013.0,0.0,0.0,0.0,0.03,22.6,68,16.4,23.1,12.55,1.1719,1328,1,97.1,60,2025-11-05 10:00:00
19.1,20.3,18.2,77.0,14.9,0.4,ESE,1.61,2.7,ESE,19.1,19.4,19.4,1013.0,0.0,0.0,0.0,0.03,22.6,68,16.4,23.1,12.55,1.1719,1328,1,97.1,60,2025-11-05 10:00:00
21.0,21.6,20.3,73.0,16.0,0.4,ESE,1.61,3.1,SSE,21.0,21.3,21.3,1012.5,0.0,0.0,0.0,0.111,23.1,68,16.8,23.7,12.55,1.169,1338,1,97.8,60,2025-11-05 11:00:00
21.0,21.6,20.3,73.0,16.0,0.4,ESE,1.61,3.1,SSE,21.0,21.3,21.3,1012.5,0.0,0.0,0.0,0.111,23.1,68,16.8,23.7,12.55,1.169,1338,1,97.8,60,2025-11-05 11:00:00
21.9,22.8,21.2,72.0,16.6,0.9,NE,3.22,2.7,SSE,21.9,22.3,22.3,1012.0,0.0,0.0,0.0,0.148,23.5,67,17.0,24.3,12.26,1.1663,1332,1,97.4,60,2025-11-05 12:00:00
21.9,22.8,21.2,72.0,16.6,0.9,NE,3.22,2.7,SSE,21.9,22.3,22.3,1012.0,0.0,0.0,0.0,0.148,23.5,67,17.0,24.3,12.26,1.1663,1332,1,97.4,60,2025-11-05 12:00:00
23.0,23.8,22.5,73.0,17.9,0.9,NE,3.22,3.1,NW,23.0,23.8,23.8,1011.3,0.0,0.0,0.0,0.194,24.1,67,17.5,24.9,12.24,1.1625,1335,1,97.6,60,2025-11-05 13:00:00
23.0,23.8,22.5,73.0,17.9,0.9,NE,3.22,3.1,NW,23.0,23.8,23.8,1011.3,0.0,0.0,0.0,0.194,24.1,67,17.5,24.9,12.24,1.1625,1335,1,97.6,60,2025-11-05 13:00:00
24.2,25.2,23.6,71.0,18.6,0.4,SSE,1.61,3.1,SSE,24.2,25.2,25.2,1010.2,0.0,0.0,0.0,0.243,25.2,64,17.9,25.8,11.6,1.1565,1329,1,97.1,60,2025-11-05 14:00:00
24.2,25.2,23.6,71.0,18.6,0.4,SSE,1.61,3.1,SSE,24.2,25.2,25.2,1010.2,0.0,0.0,0.0,0.243,25.2,64,17.9,25.8,11.6,1.1565,1329,1,97.1,60,2025-11-05 14:00:00
23.8,24.0,23.7,70.0,18.0,0.9,SSE,3.22,4.0,SSE,23.8,24.8,24.8,1009.8,0.0,0.0,0.0,0.229,24.9,65,17.9,25.6,11.81,1.1571,1337,1,97.7,60,2025-11-05 15:00:00
23.8,24.0,23.7,70.0,18.0,0.9,SSE,3.22,4.0,SSE,23.8,24.8,24.8,1009.8,0.0,0.0,0.0,0.229,24.9,65,17.9,25.6,11.81,1.1571,1337,1,97.7,60,2025-11-05 15:00:00
24.1,24.3,23.8,68.0,17.8,0.9,E,3.22,3.1,ENE,24.1,24.9,24.9,1009.6,0.0,0.0,0.0,0.238,24.7,66,17.9,25.5,12.02,1.1574,1322,1,96.6,60,2025-11-05 16:00:00
24.1,24.3,23.8,68.0,17.8,0.9,E,3.22,3.1,ENE,24.1,24.9,24.9,1009.6,0.0,0.0,0.0,0.238,24.7,66,17.9,25.5,12.02,1.1574,1322,1,96.6,60,2025-11-05 16:00:00
23.3,23.8,22.9,73.0,18.2,0.4,E,1.61,2.7,ENE,23.3,24.3,24.3,1009.8,0.0,0.0,0.0,0.208,24.4,67,17.9,25.2,12.23,1.1587,1335,1,97.6,60,2025-11-05 17:00:00
23.3,23.8,22.9,73.0,18.2,0.4,E,1.61,2.7,ENE,23.3,24.3,24.3,1009.8,0.0,0.0,0.0,0.208,24.4,67,17.9,25.2,12.23,1.1587,1335,1,97.6,60,2025-11-05 17:00:00
22.7,23.0,22.4,75.0,18.1,0.0,ENE,0.0,1.8,ENE,22.7,23.6,23.6,1010.1,0.0,0.0,0.0,0.183,24.2,67,17.7,24.9,12.24,1.1606,1334,1,97.5,60,2025-11-05 18:00:00
22.7,23.0,22.4,75.0,18.1,0.0,ENE,0.0,1.8,ENE,22.7,23.6,23.6,1010.1,0.0,0.0,0.0,0.183,24.2,67,17.7,24.9,12.24,1.1606,1334,1,97.5,60,2025-11-05 18:00:00
22.2,22.5,21.8,76.0,17.7,0.9,NE,3.22,2.7,ENE,22.2,22.8,22.8,1010.9,0.0,0.0,0.0,0.16,23.9,67,17.4,24.8,12.25,1.1627,1331,1,97.3,60,2025-11-05 19:00:00
22.2,22.5,21.8,76.0,17.7,0.9,NE,3.22,2.7,ENE,22.2,22.8,22.8,1010.9,0.0,0.0,0.0,0.16,23.9,67,17.4,24.8,12.25,1.1627,1331,1,97.3,60,2025-11-05 19:00:00
21.7,21.9,21.4,78.0,17.7,0.9,NE,3.22,2.7,E,21.7,22.3,22.3,1011.6,0.0,0.0,0.0,0.141,23.8,68,17.6,24.7,12.55,1.1637,1311,1,95.8,60,2025-11-05 20:00:00
21.7,21.9,21.4,78.0,17.7,0.9,NE,3.22,2.7,E,21.7,22.3,22.3,1011.6,0.0,0.0,0.0,0.141,23.8,68,17.6,24.7,12.55,1.1637,1311,1,95.8,60,2025-11-05 20:00:00
20.6,21.6,19.9,76.0,16.2,1.8,ESE,6.44,4.9,E,20.6,21.2,21.2,1012.4,0.0,0.0,0.0,0.093,23.7,68,17.5,24.6,12.55,1.1652,1324,1,96.8,60,2025-11-05 21:00:00
20.6,21.6,19.9,76.0,16.2,1.8,ESE,6.44,4.9,E,20.6,21.2,21.2,1012.4,0.0,0.0,0.0,0.093,23.7,68,17.5,24.6,12.55,1.1652,1324,1,96.8,60,2025-11-05 21:00:00
19.5,20.0,18.9,81.0,16.2,0.4,ENE,1.61,3.1,ESE,19.5,20.2,20.2,1012.8,0.0,0.0,0.0,0.049,23.6,67,17.1,24.3,12.26,1.167,1334,1,97.5,60,2025-11-05 22:00:00
19.5,20.0,18.9,81.0,16.2,0.4,ENE,1.61,3.1,ESE,19.5,20.2,20.2,1012.8,0.0,0.0,0.0,0.049,23.6,67,17.1,24.3,12.26,1.167,1334,1,97.5,60,2025-11-05 22:00:00
18.4,18.9,18.2,84.0,15.7,0.0,NE,0.0,1.8,ENE,18.4,18.9,18.9,1012.2,0.0,0.0,0.0,0.005,23.4,67,16.9,24.2,12.27,1.1671,1331,1,97.3,60,2025-11-05 23:00:00
18.4,18.9,18.2,84.0,15.7,0.0,NE,0.0,1.8,ENE,18.4,18.9,18.9,1012.2,0.0,0.0,0.0,0.005,23.4,67,16.9,24.2,12.27,1.1671,1331,1,97.3,60,2025-11-05 23:00:00
18.2,18.2,18.1,83.0,15.2,0.0,ENE,0.0,0.9,NE,18.2,18.6,18.6,1011.7,0.0,0.0,0.007,0.0,23.3,67,16.8,24.0,12.27,1.1671,1334,1,97.5,60,2025-11-06 00:00:00
18.2,18.2,18.1,83.0,15.2,0.0,ENE,0.0,0.9,NE,18.2,18.6,18.6,1011.7,0.0,0.0,0.007,0.0,23.3,67,16.8,24.0,12.27,1.1671,1334,1,97.5,60,2025-11-06 00:00:00
18.1,18.2,18.1,83.0,15.2,0.4,E,1.61,2.2,ENE,18.1,18.5,18.5,1010.7,0.0,0.0,0.009,0.0,23.1,67,16.6,23.8,12.28,1.1669,1326,1,96.9,60,2025-11-06 01:00:00
18.1,18.2,18.1,83.0,15.2,0.4,E,1.61,2.2,ENE,18.1,18.5,18.5,1010.7,0.0,0.0,0.009,0.0,23.1,67,16.6,23.8,12.28,1.1669,1326,1,96.9,60,2025-11-06 01:00:00
17.9,18.1,17.4,86.0,15.5,0.4,ESE,1.61,2.2,ESE,17.9,18.3,18.3,1010.6,0.0,0.0,0.019,0.0,23.1,67,16.6,23.7,12.28,1.167,1334,1,97.5,60,2025-11-06 02:00:00
17.9,18.1,17.4,86.0,15.5,0.4,ESE,1.61,2.2,ESE,17.9,18.3,18.3,1010.6,0.0,0.0,0.019,0.0,23.1,67,16.6,23.7,12.28,1.167,1334,1,97.5,60,2025-11-06 02:00:00
16.6,17.4,16.2,91.0,15.1,0.9,SSE,3.22,4.0,S,16.6,16.9,16.9,1010.4,0.0,0.0,0.072,0.0,22.9,67,16.4,23.4,12.29,1.1677,1321,1,96.6,60,2025-11-06 03:00:00
16.6,17.4,16.2,91.0,15.1,0.9,SSE,3.22,4.0,S,16.6,16.9,16.9,1010.4,0.0,0.0,0.072,0.0,22.9,67,16.4,23.4,12.29,1.1677,1321,1,96.6,60,2025-11-06 03:00:00
16.3,16.4,16.2,88.0,14.3,0.4,E,1.61,2.2,ENE,16.3,16.4,16.4,1010.3,0.0,0.0,0.086,0.0,22.7,67,16.3,23.2,12.29,1.1684,1326,1,96.9,60,2025-11-06 04:00:00
16.3,16.4,16.2,88.0,14.3,0.4,E,1.61,2.2,ENE,16.3,16.4,16.4,1010.3,0.0,0.0,0.086,0.0,22.7,67,16.3,23.2,12.29,1.1684,1326,1,96.9,60,2025-11-06 04:00:00
16.4,16.5,16.3,87.0,14.2,0.0,SSE,0.0,1.8,SSE,16.4,16.6,16.6,1011.0,0.0,0.0,0.081,0.0,22.6,67,16.1,22.9,12.3,1.1702,1332,1,97.4,60,2025-11-06 05:00:00
16.4,16.5,16.3,87.0,14.2,0.0,SSE,0.0,1.8,SSE,16.4,16.6,16.6,1011.0,0.0,0.0,0.081,0.0,22.6,67,16.1,22.9,12.3,1.1702,1332,1,97.4,60,2025-11-06 05:00:00
16.4,16.5,16.2,89.0,14.6,0.0,ESE,0.0,1.8,SSE,16.4,16.6,16.6,1011.4,0.0,0.0,0.081,0.0,22.4,67,16.0,22.8,12.3,1.1712,1330,1,97.2,60,2025-11-06 06:00:00
16.4,16.5,16.2,89.0,14.6,0.0,ESE,0.0,1.8,SSE,16.4,16.6,16.6,1011.4,0.0,0.0,0.081,0.0,22.4,67,16.0,22.8,12.3,1.1712,1330,1,97.2,60,2025-11-06 06:00:00
16.5,16.9,16.2,87.0,14.3,0.0,NNW,0.0,0.9,SSW,16.5,16.7,16.7,1011.7,0.0,0.0,0.076,0.0,22.4,67,16.0,22.7,12.3,1.1718,1294,1,94.6,60,2025-11-06 07:00:00
16.5,16.9,16.2,87.0,14.3,0.0,NNW,0.0,0.9,SSW,16.5,16.7,16.7,1011.7,0.0,0.0,0.076,0.0,22.4,67,16.0,22.7,12.3,1.1718,1294,1,94.6,60,2025-11-06 07:00:00
17.7,18.4,16.9,82.0,14.6,0.4,NNW,1.61,2.2,NNW,17.7,18.0,18.0,1011.9,0.0,0.0,0.025,0.0,22.6,66,15.9,22.9,12.1,1.1715,1008,1,73.7,60,2025-11-06 08:00:00
17.7,18.4,16.9,82.0,14.6,0.4,NNW,1.61,2.2,NNW,17.7,18.0,18.0,1011.9,0.0,0.0,0.025,0.0,22.6,66,15.9,22.9,12.1,1.1715,1008,1,73.7,60,2025-11-06 08:00:00
18.5,19.2,18.2,80.0,15.0,0.4,NNW,1.61,2.7,SW,18.5,18.9,18.9,1011.9,0.0,0.0,0.0,0.007,22.9,65,16.0,23.3,11.85,1.1701,1310,1,95.8,60,2025-11-06 09:00:00
18.5,19.2,18.2,80.0,15.0,0.4,NNW,1.61,2.7,SW,18.5,18.9,18.9,1011.9,0.0,0.0,0.0,0.007,22.9,65,16.0,23.3,11.85,1.1701,1310,1,95.8,60,2025-11-06 09:00:00
20.8,22.9,19.2,69.0,14.9,0.9,E,3.22,2.7,N,20.8,20.9,20.9,1011.2,0.0,0.0,0.0,0.104,23.6,63,16.2,24.2,11.46,1.1662,1233,1,90.1,60,2025-11-06 10:00:00
20.8,22.9,19.2,69.0,14.9,0.9,E,3.22,2.7,N,20.8,20.9,20.9,1011.2,0.0,0.0,0.0,0.104,23.6,63,16.2,24.2,11.46,1.1662,1233,1,90.1,60,2025-11-06 10:00:00
23.6,24.6,22.8,64.0,16.4,0.4,NNW,1.61,2.7,SE,23.6,24.3,24.3,1010.0,0.0,0.0,0.0,0.22,24.7,62,16.9,25.2,11.22,1.1596,963,1,70.4,60,2025-11-06 11:00:00
23.6,24.6,22.8,64.0,16.4,0.4,NNW,1.61,2.7,SE,23.6,24.3,24.3,1010.0,0.0,0.0,0.0,0.22,24.7,62,16.9,25.2,11.22,1.1596,963,1,70.4,60,2025-11-06 11:00:00
24.9,25.6,24.3,64.0,17.7,1.3,E,4.83,4.0,ESE,24.9,25.6,25.6,1009.1,0.0,0.0,0.0,0.275,25.4,62,17.6,26.0,11.2,1.1547,944,1,69.0,60,2025-11-06 12:00:00
24.9,25.6,24.3,64.0,17.7,1.3,E,4.83,4.0,ESE,24.9,25.6,25.6,1009.1,0.0,0.0,0.0,0.275,25.4,62,17.6,26.0,11.2,1.1547,944,1,69.0,60,2025-11-06 12:00:00
25.2,25.6,24.8,63.0,17.6,1.8,ENE,6.44,4.5,E,25.2,25.8,25.8,1008.5,0.0,0.0,0.0,0.285,25.8,62,17.9,26.4,11.18,1.152,1228,1,89.8,60,2025-11-06 13:00:00
